gemeente,jaar_vkl,incident_count,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Aantal incidenten per 1000 inwoners
Zutphen,2011,294,47084,6.244159374734517
Zutphen,2012,265,47144,5.621075852706602
Zutphen,2013,279,47240,5.906011854360711
Zutphen,2014,260,47164,5.512679162072767
Zutphen,2015,248,46849,5.293602851715084
Zutphen,2016,231,46997,4.915207353660872
Zutphen,2017,191,47340,4.034643008027039
Zwartewaterland,2008,141,21930,6.429548563611491
Zwartewaterland,2009,110,21944,5.012759752096245
Zwartewaterland,2010,154,21935,7.020743104627308
Zwartewaterland,2011,118,22018,5.359251521482424
Zwartewaterland,2012,96,22048,4.354136429608127
Zwartewaterland,2013,117,22139,5.28479154433353
Zwartewaterland,2014,80,22167,3.608968286191185
Zwartewaterland,2015,100,22166,4.511413877109086
Zwartewaterland,2016,94,22278,4.219409282700422
Zwartewaterland,2017,97,22309,4.348020978080595
Zwijndrecht,2008,272,44472,6.116207951070336
Zwijndrecht,2009,208,44312,4.693988084491785
Zwijndrecht,2010,272,44404,6.1255742725880555
Zwijndrecht,2011,284,44445,6.389920125998425
Zwijndrecht,2012,380,44499,8.53951774197173
Zwijndrecht,2013,231,44610,5.178211163416274
Zwijndrecht,2014,241,44547,5.410016387186567
Zwijndrecht,2015,241,44501,5.415608638008135
Zwijndrecht,2016,263,44454,5.9162280109776395
Zwijndrecht,2017,257,44417,5.78607290001576
Zwolle,2008,1058,116365,9.092080952176342
Zwolle,2009,767,117703,6.5164014511099975
Zwolle,2010,1279,119030,10.745190288162648
Zwolle,2011,1131,120355,9.39719995014748
Zwolle,2012,1109,121527,9.125544117768067
Zwolle,2013,1093,122562,8.917935412281132
Zwolle,2014,881,123159,7.153354606646693
Zwolle,2015,1126,123861,9.090835694851487
Zwolle,2016,1244,124896,9.960286958749679
Zwolle,2017,1137,125548,9.056297193105426
